[2026-08-16T18:33:10.264731+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (56.7/100). Recommended: Nashik Cold Storage Hub (186.9 km, Rs 18.02/kg).
[2026-08-22T16:58:13.443861+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:13.475937+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:15.643255+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:15.800814+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:16.461744+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:16.558554+00:00] ALERT for batch_id=63: Mango batch #63: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:16.612006+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T16:58:16.616574+00:00] ALERT for batch_id=62: Mango batch #62: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:18.636606+00:00] ALERT for batch_id=61: Mango batch #61: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:18.787848+00:00] ALERT for batch_id=60: Onion batch #60: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T16:58:19.498087+00:00] ALERT for batch_id=59: Tomato batch #59: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:19.740687+00:00] ALERT for batch_id=58: Mango batch #58: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:19.837395+00:00] ALERT for batch_id=57: Mango batch #57: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:19.837615+00:00] ALERT for batch_id=56: Mango batch #56: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:21.668242+00:00] ALERT for batch_id=55: Mango batch #55: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:22.440194+00:00] ALERT for batch_id=52: Tomato batch #52: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:22.997519+00:00] ALERT for batch_id=53: Tomato batch #53: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:23.020323+00:00] ALERT for batch_id=51: Tomato batch #51: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:23.027991+00:00] ALERT for batch_id=50: Potato batch #50: Medium risk (59.2/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-22T16:58:24.743442+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (64.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-22T16:58:24.934129+00:00] ALERT for batch_id=46: Tomato batch #46: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:25.209067+00:00] ALERT for batch_id=44: Tomato batch #44: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:26.002908+00:00] ALERT for batch_id=45: Tomato batch #45: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:26.190797+00:00] ALERT for batch_id=47: Mango batch #47: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-22T16:58:28.789732+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:28.899240+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:28.923581+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:28.946988+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:28.967030+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:58:28.971127+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:31.723032+00:00] ALERT for batch_id=43: Tomato batch #43: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:31.919376+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:32.131686+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:32.239614+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:32.251192+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:32.316178+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:32.326249+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:35.259305+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:35.553573+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:35.575670+00:00] ALERT for batch_id=63: Mango batch #63: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:35.606101+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:38.475793+00:00] ALERT for batch_id=60: Onion batch #60: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T16:58:41.243871+00:00] ALERT for batch_id=62: Mango batch #62: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:41.249294+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T16:58:41.318983+00:00] ALERT for batch_id=57: Mango batch #57: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:43.783512+00:00] ALERT for batch_id=61: Mango batch #61: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:44.231619+00:00] ALERT for batch_id=58: Mango batch #58: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
.
[2026-08-22T16:58:44.313847+00:00] ALERT for batch_id=56: Mango batch #56: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:47.280380+00:00] ALERT for batch_id=50: Potato batch #50: Medium risk (59.2/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-22T16:58:47.306159+00:00] ALERT for batch_id=51: Tomato batch #51: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:49.703290+00:00] ALERT for batch_id=55: Mango batch #55: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:58:50.312902+00:00] ALERT for batch_id=47: Mango batch #47: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (223.1 km, Rs 33.93/kg).
[2026-08-22T16:58:51.524977+00:00] ALERT for batch_id=46: Tomato batch #46: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:58:52.294020+00:00] ALERT for batch_id=53: Tomato batch #53: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:52.692664+00:00] ALERT for batch_id=52: Tomato batch #52: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:53.248228+00:00] ALERT for batch_id=44: Tomato batch #44: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:58:54.511614+00:00] ALERT for batch_id=43: Tomato batch #43: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:56.298646+00:00] ALERT for batch_id=39: Tomato batch #39: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:58:57.227662+00:00] ALERT for batch_id=48: Onion batch #48: Medium risk (64.7/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 17.75/kg).
[2026-08-22T16:59:00.790578+00:00] ALERT for batch_id=42: Tomato batch #42: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:01.145551+00:00] ALERT for batch_id=41: Tomato batch #41: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:03.006794+00:00] ALERT for batch_id=40: Tomato batch #40: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:03.803118+00:00] ALERT for batch_id=45: Tomato batch #45: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T16:59:05.718852+00:00] ALERT for batch_id=37: Potato batch #37: Medium risk (59.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T16:59:05.983253+00:00] ALERT for batch_id=34: Onion batch #34: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:06.756781+00:00] ALERT for batch_id=33: Tomato batch #33: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:08.603564+00:00] ALERT for batch_id=32: Tomato batch #32: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:08.796326+00:00] ALERT for batch_id=31: Tomato batch #31: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:10.374136+00:00] ALERT for batch_id=38: Tomato batch #38: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:11.136936+00:00] ALERT for batch_id=28: Tomato batch #28: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:14.680724+00:00] ALERT for batch_id=36: Tomato batch #36: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:15.036820+00:00] ALERT for batch_id=30: Mango batch #30: High risk (68.1/100). Recommended: Nagpur MIDC Cold Storage (12.7 km, Rs 29.24/kg).
[2026-08-22T16:59:16.753741+00:00] ALERT for batch_id=29: Potato batch #29: Medium risk (59.2/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 13.79/kg).
[2026-08-22T16:59:17.061299+00:00] ALERT for batch_id=27: Tomato batch #27: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:17.751608+00:00] ALERT for batch_id=24: Tomato batch #24: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:18.093581+00:00] ALERT for batch_id=23: Tomato batch #23: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:19.370936+00:00] ALERT for batch_id=22: Tomato batch #22: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (0.0 km, Rs 19.45/kg).
[2026-08-22T16:59:19.473919+00:00] ALERT for batch_id=21: Tomato batch #21: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:19.556590+00:00] ALERT for batch_id=25: Tomato batch #25: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:19.693852+00:00] ALERT for batch_id=26: Tomato batch #26: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:20.514409+00:00] ALERT for batch_id=20: Tomato batch #20: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:20.790018+00:00] ALERT for batch_id=19: Tomato batch #19: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:22.423046+00:00] ALERT for batch_id=18: Banana batch #18: High risk (67.2/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 12.07/kg).
[2026-08-22T16:59:22.637431+00:00] ALERT for batch_id=16: Tomato batch #16: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (85.4 km, Rs 19.45/kg).
[2026-08-22T16:59:22.674719+00:00] ALERT for batch_id=17: Tomato batch #17: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (85.4 km, Rs 19.45/kg).
[2026-08-22T16:59:22.707975+00:00] ALERT for batch_id=15: Tomato batch #15: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (85.4 km, Rs 19.45/kg).
[2026-08-22T16:59:23.476955+00:00] ALERT for batch_id=14: Tomato batch #14: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:23.781505+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:25.441473+00:00] ALERT for batch_id=13: Tomato batch #13: Medium risk (61.8/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 14.64/kg).
[2026-08-22T16:59:25.815937+00:00] ALERT for batch_id=11: Tomato batch #11: Medium risk (61.8/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 14.64/kg).
[2026-08-22T16:59:25.856473+00:00] ALERT for batch_id=10: Tomato batch #10: Medium risk (61.8/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 14.64/kg).
[2026-08-22T16:59:25.858596+00:00] ALERT for batch_id=12: Tomato batch #12: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (24.5 km, Rs 19.45/kg).
[2026-08-22T16:59:26.792367+00:00] ALERT for batch_id=82: Tomato batch #82: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:28.434176+00:00] ALERT for batch_id=81: Tomato batch #81: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:29.697184+00:00] ALERT for batch_id=8: Tomato batch #8: Medium risk (61.8/100). Recommended: Pune Market Yard (Gultekdi) (24.5 km, Rs 19.45/kg).
[2026-08-22T16:59:31.458195+00:00] ALERT for batch_id=7: Tomato batch #7: Medium risk (61.8/100). Recommended: Nagpur MIDC Cold Storage (31.0 km, Rs 14.64/kg).
[2026-08-22T16:59:31.995601+00:00] ALERT for batch_id=9: Tomato batch #9: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:34.392633+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:34.411085+00:00] ALERT for batch_id=83: Tomato batch #83: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:34.490480+00:00] ALERT for batch_id=4: Onion batch #4: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:37.203227+00:00] ALERT for batch_id=2: Onion batch #2: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:38.191386+00:00] ALERT for batch_id=6: Onion batch #6: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:39.831750+00:00] ALERT for batch_id=5: Tomato batch #5: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:39.922652+00:00] ALERT for batch_id=80: Tomato batch #80: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:42.740948+00:00] ALERT for batch_id=74: Tomato batch #74: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:42.795745+00:00] ALERT for batch_id=3: Onion batch #3: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T16:59:42.849246+00:00] ALERT for batch_id=1: Tomato batch #1: Medium risk (61.8/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:42.902498+00:00] ALERT for batch_id=69: Tomato batch #69: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:45.450475+00:00] ALERT for batch_id=77: Tomato batch #77: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:45.817660+00:00] ALERT for batch_id=76: Tomato batch #76: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:46.022586+00:00] ALERT for batch_id=67: Tomato batch #67: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:46.572742+00:00] ALERT for batch_id=73: Tomato batch #73: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:48.542314+00:00] ALERT for batch_id=63: Mango batch #63: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:59:48.834658+00:00] ALERT for batch_id=65: Tomato batch #65: Medium risk (54.6/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 15.32/kg).
[2026-08-22T16:59:51.149113+00:00] ALERT for batch_id=68: Tomato batch #68: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:51.423978+00:00] ALERT for batch_id=75: Tomato batch #75: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
[2026-08-22T16:59:54.997978+00:00] ALERT for batch_id=60: Onion batch #60: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 19.81/kg).
[2026-08-22T16:59:55.040698+00:00] ALERT for batch_id=62: Mango batch #62: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:59:56.855197+00:00] ALERT for batch_id=57: Mango batch #57: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T16:59:58.172929+00:00] ALERT for batch_id=56: Mango batch #56: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T17:00:00.129610+00:00] ALERT for batch_id=61: Mango batch #61: High risk (68.1/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 33.93/kg).
[2026-08-22T17:00:00.405910+00:00] ALERT for batch_id=59: Tomato batch #59: Medium risk (58.5/100). Recommended: Nashik Cold Storage Hub (25.9 km, Rs 15.32/kg).
[2026-08-22T17:00:02.485456+00:00] ALERT for batch_id=64: Tomato batch #64: Medium risk (46.3/100). Recommended: Pune Market Yard (Gultekdi) (175.2 km, Rs 19.45/kg).
[2026-08-22T17:00:05.722897+00:00] ALERT for batch_id=50: Potato batch #50: Medium risk (59.2/100). Recommended: Talegaon Cold Chain Storage (56.7 km, Rs 13.21/kg).
[2026-08-22T17:00:06.117524+00:00] ALERT for batch_id=85: Onion batch #85: Medium risk (64.7/100). Recommended: Nashik Cold Storage Hub (36.9 km, Rs 19.81/kg).
[2026-08-22T17:00:06.463564+00:00] ALERT for batch_id=84: Tomato batch #84: Medium risk (38.5/100). Recommended: Pune Market Yard (Gultekdi) (175.8 km, Rs 19.45/kg).
